"regione","capoluogo","reato","totale_delitti"
"Toscana","Massa","08.0 LESIONI DOLOSE","136"
"Toscana","Massa","09.0 PERCOSSE","18"
"Toscana","Massa","10.0 MINACCE","158"
"Toscana","Massa","11.0 INGIURIE","0"
"Toscana","Massa","12.0 VIOLENZE SESSUALI","2"
"Toscana","Massa","13.0 ATTI SESSUALI CON MINORENNE","0"
"Toscana","Massa","14.0 CORRUZIONE DI MINORENNE","0"
"Toscana","Massa","15.0 FURTI","1804"
"Toscana","Massa","16.0 RICETTAZIONE","43"
"Toscana","Massa","17.0 RAPINE","30"
"Toscana","Massa","18.0 ESTORSIONI","21"
"Toscana","Massa","19.0 USURA","0"
"Toscana","Massa","20.0 SEQUESTRI DI PERSONA","3"
"Toscana","Massa","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Toscana","Massa","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Toscana","Massa","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Toscana","Massa","24.0 TRUFFE E FRODI INFORMATICHE","150"
"Toscana","Massa","25.0 INCENDI","5"
"Toscana","Massa","26.0 DANNEGGIAMENTI","325"
"Toscana","Massa","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","19"
"Toscana","Massa","28.0 CONTRABBANDO","0"
"Toscana","Massa","29.0 STUPEFACENTI","57"
"Toscana","Massa","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","10"
"Toscana","Massa","31.0 DELITTI INFORMATICI","60"
"Toscana","Massa","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","3"
"Toscana","Massa","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Toscana","Massa","34.0 ALTRI DELITTI","1068"
"Toscana","Pisa","01.0 ATTENTATI","1"
"Toscana","Pisa","02.0 STRAGE","0"
"Toscana","Pisa","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Toscana","Pisa","04.0 INFANTICIDI","0"
"Toscana","Pisa","05.0 TENTATI OMICIDI","6"
"Toscana","Pisa","06.0 OMICIDIO PRETERINTENZIONALE","1"
"Toscana","Pisa","07.0 OMICIDI COLPOSI","4"
"Toscana","Pisa","08.0 LESIONI DOLOSE","151"
"Toscana","Pisa","09.0 PERCOSSE","22"
"Toscana","Pisa","10.0 MINACCE","117"
"Toscana","Pisa","11.0 INGIURIE","0"
"Toscana","Pisa","12.0 VIOLENZE SESSUALI","28"
"Toscana","Pisa","13.0 ATTI SESSUALI CON MINORENNE","1"
"Toscana","Pisa","14.0 CORRUZIONE DI MINORENNE","1"
"Toscana","Pisa","15.0 FURTI","6129"
"Toscana","Pisa","16.0 RICETTAZIONE","100"
"Toscana","Pisa","17.0 RAPINE","137"
"Toscana","Pisa","18.0 ESTORSIONI","20"
"Toscana","Pisa","19.0 USURA","0"
"Toscana","Pisa","20.0 SEQUESTRI DI PERSONA","2"
"Toscana","Pisa","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Toscana","Pisa","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Toscana","Pisa","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Toscana","Pisa","24.0 TRUFFE E FRODI INFORMATICHE","333"
"Toscana","Pisa","25.0 INCENDI","2"
"Toscana","Pisa","26.0 DANNEGGIAMENTI","543"
"Toscana","Pisa","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","10"
"Toscana","Pisa","28.0 CONTRABBANDO","0"
"Toscana","Pisa","29.0 STUPEFACENTI","199"
"Toscana","Pisa","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","5"
"Toscana","Pisa","31.0 DELITTI INFORMATICI","113"
"Toscana","Pisa","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","44"
"Toscana","Pisa","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Toscana","Pisa","34.0 ALTRI DELITTI","1232"
"Toscana","Pistoia","01.0 ATTENTATI","0"
"Toscana","Pistoia","02.0 STRAGE","0"
"Toscana","Pistoia","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Toscana","Pistoia","04.0 INFANTICIDI","0"
"Toscana","Pistoia","05.0 TENTATI OMICIDI","2"
"Toscana","Pistoia","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Toscana","Pistoia","07.0 OMICIDI COLPOSI","0"
"Toscana","Pistoia","08.0 LESIONI DOLOSE","83"
"Toscana","Pistoia","12.0 VIOLENZE SESSUALI","6"
"Toscana","Pistoia","13.0 ATTI SESSUALI CON MINORENNE","0"
"Toscana","Pistoia","14.0 CORRUZIONE DI MINORENNE","1"
"Toscana","Pistoia","15.0 FURTI","2150"
"Toscana","Pistoia","16.0 RICETTAZIONE","60"
"Toscana","Pistoia","17.0 RAPINE","27"
"Toscana","Pistoia","18.0 ESTORSIONI","45"
"Toscana","Pistoia","19.0 USURA","0"
"Toscana","Pistoia","20.0 SEQUESTRI DI PERSONA","2"
"Toscana","Pistoia","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Toscana","Pistoia","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Toscana","Pistoia","23.0 RICICLAGGIO E IMPIEGO DI DENARO","5"
"Toscana","Pistoia","24.0 TRUFFE E FRODI INFORMATICHE","330"
"Toscana","Pistoia","25.0 INCENDI","5"
"Toscana","Pistoia","26.0 DANNEGGIAMENTI","475"
"Toscana","Pistoia","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","3"
"Toscana","Pistoia","28.0 CONTRABBANDO","0"
"Toscana","Pistoia","29.0 STUPEFACENTI","63"
"Toscana","Pistoia","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","4"
"Toscana","Pistoia","31.0 DELITTI INFORMATICI","45"
"Toscana","Pistoia","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","2"
"Toscana","Pistoia","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Toscana","Pistoia","34.0 ALTRI DELITTI","861"
"Toscana","Prato","01.0 ATTENTATI","0"
"Toscana","Prato","02.0 STRAGE","0"
"Toscana","Prato","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Toscana","Prato","04.0 INFANTICIDI","0"
"Toscana","Prato","05.0 TENTATI OMICIDI","4"
"Toscana","Prato","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Toscana","Prato","07.0 OMICIDI COLPOSI","2"
"Toscana","Prato","08.0 LESIONI DOLOSE","251"
"Toscana","Prato","09.0 PERCOSSE","52"
"Toscana","Prato","10.0 MINACCE","295"
"Toscana","Prato","11.0 INGIURIE","0"
"Toscana","Prato","12.0 VIOLENZE SESSUALI","19"
"Toscana","Prato","13.0 ATTI SESSUALI CON MINORENNE","3"
"Toscana","Prato","14.0 CORRUZIONE DI MINORENNE","0"
"Toscana","Prato","15.0 FURTI","4801"
"Toscana","Siena","20.0 SEQUESTRI DI PERSONA","1"
"Toscana","Prato","16.0 RICETTAZIONE","91"
"Toscana","Prato","17.0 RAPINE","128"
"Toscana","Prato","18.0 ESTORSIONI","33"
"Toscana","Prato","19.0 USURA","1"
"Toscana","Prato","20.0 SEQUESTRI DI PERSONA","3"
"Toscana","Prato","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Toscana","Prato","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Toscana","Prato","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Toscana","Prato","24.0 TRUFFE E FRODI INFORMATICHE","539"
"Toscana","Prato","25.0 INCENDI","11"
"Toscana","Prato","26.0 DANNEGGIAMENTI","2460"
"Toscana","Prato","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","9"
"Toscana","Prato","28.0 CONTRABBANDO","0"
"Toscana","Prato","29.0 STUPEFACENTI","272"
"Toscana","Prato","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","6"
"Toscana","Prato","31.0 DELITTI INFORMATICI","54"
"Toscana","Prato","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","28"
"Toscana","Prato","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","2"
"Toscana","Prato","34.0 ALTRI DELITTI","2161"
"Toscana","Siena","01.0 ATTENTATI","0"
"Toscana","Siena","02.0 STRAGE","0"
"Toscana","Siena","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Toscana","Siena","04.0 INFANTICIDI","0"
"Toscana","Siena","05.0 TENTATI OMICIDI","0"
"Toscana","Siena","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Toscana","Siena","07.0 OMICIDI COLPOSI","1"
"Toscana","Siena","08.0 LESIONI DOLOSE","73"
"Toscana","Siena","09.0 PERCOSSE","12"
"Toscana","Siena","10.0 MINACCE","49"
"Toscana","Siena","11.0 INGIURIE","0"
"Toscana","Siena","12.0 VIOLENZE SESSUALI","7"
"Toscana","Siena","13.0 ATTI SESSUALI CON MINORENNE","1"
"Toscana","Siena","14.0 CORRUZIONE DI MINORENNE","0"
"Toscana","Siena","15.0 FURTI","1125"
"Toscana","Siena","16.0 RICETTAZIONE","11"
"Toscana","Siena","17.0 RAPINE","7"
"Toscana","Siena","18.0 ESTORSIONI","8"
"Toscana","Siena","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Toscana","Siena","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Toscana","Siena","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Toscana","Siena","24.0 TRUFFE E FRODI INFORMATICHE","414"
"Toscana","Siena","25.0 INCENDI","0"
"Toscana","Siena","26.0 DANNEGGIAMENTI","225"
"Toscana","Siena","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","2"
"Toscana","Siena","28.0 CONTRABBANDO","0"
"Toscana","Siena","29.0 STUPEFACENTI","21"
"Toscana","Siena","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","8"
"Toscana","Siena","31.0 DELITTI INFORMATICI","22"
"Toscana","Siena","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","0"
"Toscana","Siena","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Toscana","Siena","34.0 ALTRI DELITTI","372"
"Umbria","Perugia","01.0 ATTENTATI","0"
"Umbria","Perugia","02.0 STRAGE","0"
"Umbria","Perugia","03.0 OMICIDI VOLONTARI CONSUMATI","3"
"Umbria","Perugia","04.0 INFANTICIDI","0"
"Umbria","Perugia","05.0 TENTATI OMICIDI","1"
"Umbria","Perugia","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Umbria","Perugia","07.0 OMICIDI COLPOSI","1"
"Umbria","Perugia","08.0 LESIONI DOLOSE","253"
"Umbria","Perugia","09.0 PERCOSSE","74"
"Umbria","Perugia","10.0 MINACCE","280"
"Umbria","Perugia","11.0 INGIURIE","0"
"Umbria","Perugia","12.0 VIOLENZE SESSUALI","16"
"Umbria","Perugia","13.0 ATTI SESSUALI CON MINORENNE","2"
"Umbria","Perugia","14.0 CORRUZIONE DI MINORENNE","0"
"Umbria","Perugia","15.0 FURTI","4745"
"Umbria","Perugia","16.0 RICETTAZIONE","86"
"Umbria","Perugia","17.0 RAPINE","120"
"Umbria","Perugia","18.0 ESTORSIONI","45"
"Umbria","Perugia","19.0 USURA","2"
"Umbria","Perugia","20.0 SEQUESTRI DI PERSONA","4"
"Umbria","Perugia","21.0 ASSOCIAZIONE PER DELINQUERE","13"
"Umbria","Perugia","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Umbria","Perugia","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Umbria","Perugia","24.0 TRUFFE E FRODI INFORMATICHE","1061"
"Umbria","Perugia","25.0 INCENDI","12"
"Umbria","Perugia","26.0 DANNEGGIAMENTI","1230"
"Umbria","Perugia","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","6"
"Umbria","Perugia","28.0 CONTRABBANDO","0"
"Umbria","Perugia","29.0 STUPEFACENTI","162"
"Umbria","Perugia","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","12"
"Umbria","Perugia","31.0 DELITTI INFORMATICI","117"
"Umbria","Perugia","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","3"
"Umbria","Perugia","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","2"
"Umbria","Perugia","34.0 ALTRI DELITTI","1643"
"Umbria","Terni","01.0 ATTENTATI","1"
"Umbria","Terni","02.0 STRAGE","0"
"Umbria","Terni","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Umbria","Terni","04.0 INFANTICIDI","0"
"Umbria","Terni","05.0 TENTATI OMICIDI","1"
"Umbria","Terni","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Umbria","Terni","07.0 OMICIDI COLPOSI","3"
"Umbria","Terni","08.0 LESIONI DOLOSE","129"
"Umbria","Terni","09.0 PERCOSSE","27"
"Umbria","Terni","10.0 MINACCE","161"
"Umbria","Terni","11.0 INGIURIE","0"
"Umbria","Terni","12.0 VIOLENZE SESSUALI","12"
"Umbria","Terni","13.0 ATTI SESSUALI CON MINORENNE","1"
"Umbria","Terni","14.0 CORRUZIONE DI MINORENNE","0"
"Umbria","Terni","15.0 FURTI","1909"
"Umbria","Terni","16.0 RICETTAZIONE","29"
"Umbria","Terni","17.0 RAPINE","29"
"Umbria","Terni","18.0 ESTORSIONI","20"
"Umbria","Terni","19.0 USURA","0"
"Umbria","Terni","20.0 SEQUESTRI DI PERSONA","0"
"Umbria","Terni","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Umbria","Terni","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Umbria","Terni","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Umbria","Terni","24.0 TRUFFE E FRODI INFORMATICHE","563"
"Umbria","Terni","25.0 INCENDI","3"
"Umbria","Terni","26.0 DANNEGGIAMENTI","826"
"Umbria","Terni","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","6"
"Umbria","Terni","28.0 CONTRABBANDO","0"
"Umbria","Terni","29.0 STUPEFACENTI","123"
"Umbria","Terni","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Umbria","Terni","31.0 DELITTI INFORMATICI","29"
"Umbria","Terni","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","1"
"Umbria","Terni","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Umbria","Terni","34.0 ALTRI DELITTI","848"
"Marche","Ancona","01.0 ATTENTATI","0"
"Marche","Ancona","02.0 STRAGE","0"
"Marche","Ancona","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Marche","Ancona","04.0 INFANTICIDI","0"
"Marche","Ancona","05.0 TENTATI OMICIDI","1"
"Marche","Ancona","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Marche","Ancona","07.0 OMICIDI COLPOSI","6"
"Marche","Ancona","08.0 LESIONI DOLOSE","117"
"Marche","Ancona","09.0 PERCOSSE","18"
"Marche","Ancona","10.0 MINACCE","119"
"Marche","Ancona","11.0 INGIURIE","0"
"Marche","Ancona","12.0 VIOLENZE SESSUALI","13"
"Marche","Ancona","13.0 ATTI SESSUALI CON MINORENNE","1"
"Marche","Ancona","14.0 CORRUZIONE DI MINORENNE","0"
"Marche","Ancona","15.0 FURTI","1792"
"Marche","Ancona","16.0 RICETTAZIONE","86"
"Marche","Ancona","17.0 RAPINE","33"
"Marche","Ancona","18.0 ESTORSIONI","50"
"Marche","Ancona","19.0 USURA","2"
"Marche","Ancona","20.0 SEQUESTRI DI PERSONA","3"
"Marche","Ancona","21.0 ASSOCIAZIONE PER DELINQUERE","4"
"Marche","Ancona","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Marche","Ancona","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Marche","Ancona","24.0 TRUFFE E FRODI INFORMATICHE","463"
"Marche","Ancona","25.0 INCENDI","4"
"Marche","Ancona","26.0 DANNEGGIAMENTI","431"
"Marche","Ancona","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","8"
"Marche","Ancona","28.0 CONTRABBANDO","1"
"Marche","Ancona","29.0 STUPEFACENTI","85"
"Marche","Ancona","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","13"
"Marche","Ancona","31.0 DELITTI INFORMATICI","38"
"Marche","Ancona","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","17"
"Marche","Ancona","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Marche","Ancona","34.0 ALTRI DELITTI","1424"
"Marche","Ascoli Piceno","01.0 ATTENTATI","0"
"Marche","Ascoli Piceno","02.0 STRAGE","0"
"Marche","Ascoli Piceno","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Marche","Ascoli Piceno","04.0 INFANTICIDI","0"
"Marche","Ascoli Piceno","05.0 TENTATI OMICIDI","0"
"Marche","Ascoli Piceno","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Marche","Ascoli Piceno","07.0 OMICIDI COLPOSI","0"
"Marche","Ascoli Piceno","08.0 LESIONI DOLOSE","33"
"Marche","Ascoli Piceno","09.0 PERCOSSE","13"
"Marche","Ascoli Piceno","10.0 MINACCE","62"
"Marche","Ascoli Piceno","11.0 INGIURIE","0"
"Marche","Ascoli Piceno","12.0 VIOLENZE SESSUALI","2"
"Marche","Ascoli Piceno","13.0 ATTI SESSUALI CON MINORENNE","0"
"Marche","Ascoli Piceno","14.0 CORRUZIONE DI MINORENNE","0"
"Marche","Ascoli Piceno","15.0 FURTI","503"
"Marche","Ascoli Piceno","16.0 RICETTAZIONE","7"
"Marche","Ascoli Piceno","17.0 RAPINE","8"
"Marche","Ascoli Piceno","18.0 ESTORSIONI","4"
"Marche","Ascoli Piceno","19.0 USURA","0"
"Marche","Ascoli Piceno","20.0 SEQUESTRI DI PERSONA","0"
"Marche","Ascoli Piceno","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Marche","Ascoli Piceno","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Marche","Ascoli Piceno","23.0 RICICLAGGIO E IMPIEGO DI DENARO","4"
"Marche","Ascoli Piceno","24.0 TRUFFE E FRODI INFORMATICHE","102"
"Marche","Ascoli Piceno","25.0 INCENDI","3"
"Marche","Ascoli Piceno","26.0 DANNEGGIAMENTI","229"
"Marche","Ascoli Piceno","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","3"
"Marche","Ascoli Piceno","28.0 CONTRABBANDO","0"
"Marche","Ascoli Piceno","29.0 STUPEFACENTI","21"
"Marche","Ascoli Piceno","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Marche","Ascoli Piceno","31.0 DELITTI INFORMATICI","7"
"Marche","Ascoli Piceno","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","1"
"Marche","Ascoli Piceno","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Marche","Ascoli Piceno","34.0 ALTRI DELITTI","401"
"Marche","Fermo","01.0 ATTENTATI","0"
"Marche","Fermo","02.0 STRAGE","0"
"Marche","Fermo","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Marche","Fermo","04.0 INFANTICIDI","0"
"Marche","Fermo","05.0 TENTATI OMICIDI","0"
"Marche","Fermo","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Marche","Fermo","07.0 OMICIDI COLPOSI","1"
"Marche","Fermo","08.0 LESIONI DOLOSE","44"
"Marche","Fermo","09.0 PERCOSSE","6"
"Marche","Fermo","10.0 MINACCE","33"
"Marche","Fermo","11.0 INGIURIE","0"
"Marche","Fermo","12.0 VIOLENZE SESSUALI","2"
"Marche","Fermo","13.0 ATTI SESSUALI CON MINORENNE","0"
"Marche","Fermo","14.0 CORRUZIONE DI MINORENNE","0"
"Marche","Fermo","15.0 FURTI","463"
"Marche","Fermo","16.0 RICETTAZIONE","7"
"Marche","Fermo","17.0 RAPINE","19"
"Marche","Fermo","18.0 ESTORSIONI","6"
"Marche","Fermo","19.0 USURA","0"
"Marche","Fermo","20.0 SEQUESTRI DI PERSONA","1"
"Marche","Fermo","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Marche","Fermo","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Marche","Fermo","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Marche","Fermo","24.0 TRUFFE E FRODI INFORMATICHE","52"
"Marche","Fermo","25.0 INCENDI","1"
"Marche","Fermo","26.0 DANNEGGIAMENTI","92"
"Marche","Fermo","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","3"
"Marche","Fermo","28.0 CONTRABBANDO","0"
"Marche","Fermo","29.0 STUPEFACENTI","19"
"Marche","Fermo","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Marche","Fermo","31.0 DELITTI INFORMATICI","5"
"Marche","Fermo","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Marche","Fermo","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Marche","Fermo","34.0 ALTRI DELITTI","177"
"Marche","Macerata","01.0 ATTENTATI","0"
"Marche","Macerata","02.0 STRAGE","1"
"Marche","Macerata","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Marche","Macerata","04.0 INFANTICIDI","0"
"Marche","Macerata","05.0 TENTATI OMICIDI","5"
"Marche","Macerata","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Marche","Macerata","07.0 OMICIDI COLPOSI","0"
"Marche","Macerata","08.0 LESIONI DOLOSE","67"
"Marche","Macerata","09.0 PERCOSSE","7"
"Marche","Macerata","10.0 MINACCE","40"
"Marche","Macerata","11.0 INGIURIE","0"
"Marche","Macerata","12.0 VIOLENZE SESSUALI","2"
"Marche","Macerata","13.0 ATTI SESSUALI CON MINORENNE","0"
"Marche","Macerata","14.0 CORRUZIONE DI MINORENNE","0"
"Marche","Macerata","15.0 FURTI","548"
"Marche","Macerata","16.0 RICETTAZIONE","7"
"Marche","Macerata","17.0 RAPINE","14"
"Marche","Macerata","18.0 ESTORSIONI","7"
"Marche","Macerata","19.0 USURA","0"
"Marche","Macerata","20.0 SEQUESTRI DI PERSONA","0"
"Marche","Macerata","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Marche","Macerata","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Marche","Macerata","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Marche","Macerata","24.0 TRUFFE E FRODI INFORMATICHE","121"
"Marche","Macerata","25.0 INCENDI","0"
"Marche","Macerata","26.0 DANNEGGIAMENTI","196"
"Marche","Macerata","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","2"
"Marche","Macerata","28.0 CONTRABBANDO","0"
"Marche","Macerata","29.0 STUPEFACENTI","57"
"Marche","Macerata","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Marche","Macerata","31.0 DELITTI INFORMATICI","29"
"Marche","Macerata","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Marche","Macerata","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Marche","Macerata","34.0 ALTRI DELITTI","366"
"Marche","Pesaro","01.0 ATTENTATI","0"
"Marche","Pesaro","02.0 STRAGE","0"
"Marche","Pesaro","03.0 OMICIDI VOLONTARI CONSUMATI","2"
"Marche","Pesaro","04.0 INFANTICIDI","0"
"Marche","Pesaro","05.0 TENTATI OMICIDI","1"
"Marche","Pesaro","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Marche","Pesaro","07.0 OMICIDI COLPOSI","1"
"Marche","Pesaro","08.0 LESIONI DOLOSE","81"
"Marche","Pesaro","09.0 PERCOSSE","13"
"Marche","Pesaro","10.0 MINACCE","76"
"Marche","Pesaro","11.0 INGIURIE","0"
"Marche","Pesaro","12.0 VIOLENZE SESSUALI","11"
"Marche","Pesaro","13.0 ATTI SESSUALI CON MINORENNE","0"
"Marche","Pesaro","14.0 CORRUZIONE DI MINORENNE","2"
"Marche","Pesaro","15.0 FURTI","1436"
"Marche","Pesaro","16.0 RICETTAZIONE","24"
"Marche","Pesaro","17.0 RAPINE","26"
"Marche","Pesaro","18.0 ESTORSIONI","6"
"Marche","Pesaro","19.0 USURA","0"
"Marche","Pesaro","20.0 SEQUESTRI DI PERSONA","1"
"Marche","Pesaro","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Marche","Pesaro","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Marche","Pesaro","23.0 RICICLAGGIO E IMPIEGO DI DENARO","4"
"Marche","Pesaro","24.0 TRUFFE E FRODI INFORMATICHE","243"
"Marche","Pesaro","25.0 INCENDI","3"
"Marche","Pesaro","26.0 DANNEGGIAMENTI","322"
"Marche","Pesaro","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","1"
"Marche","Pesaro","28.0 CONTRABBANDO","0"
"Marche","Pesaro","29.0 STUPEFACENTI","75"
"Marche","Pesaro","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Marche","Pesaro","31.0 DELITTI INFORMATICI","24"
"Marche","Pesaro","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","9"
"Marche","Pesaro","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Marche","Pesaro","34.0 ALTRI DELITTI","779"
"Lazio","Frosinone","01.0 ATTENTATI","0"
"Lazio","Frosinone","02.0 STRAGE","0"
"Lazio","Frosinone","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lazio","Frosinone","04.0 INFANTICIDI","0"
"Lazio","Frosinone","05.0 TENTATI OMICIDI","0"
"Lazio","Frosinone","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lazio","Frosinone","07.0 OMICIDI COLPOSI","1"
"Lazio","Frosinone","08.0 LESIONI DOLOSE","48"
"Lazio","Frosinone","09.0 PERCOSSE","6"
"Lazio","Frosinone","10.0 MINACCE","54"
"Lazio","Frosinone","11.0 INGIURIE","0"
"Lazio","Frosinone","12.0 VIOLENZE SESSUALI","5"
"Lazio","Frosinone","13.0 ATTI SESSUALI CON MINORENNE","0"
"Lazio","Frosinone","14.0 CORRUZIONE DI MINORENNE","0"
"Lazio","Frosinone","15.0 FURTI","776"
"Lazio","Frosinone","16.0 RICETTAZIONE","24"
"Lazio","Frosinone","17.0 RAPINE","21"
"Lazio","Frosinone","18.0 ESTORSIONI","8"
"Lazio","Frosinone","19.0 USURA","0"
"Lazio","Frosinone","20.0 SEQUESTRI DI PERSONA","1"
"Lazio","Frosinone","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Lazio","Frosinone","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lazio","Frosinone","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Lazio","Frosinone","24.0 TRUFFE E FRODI INFORMATICHE","352"
"Lazio","Frosinone","25.0 INCENDI","5"
"Lazio","Frosinone","26.0 DANNEGGIAMENTI","239"
