"regione","capoluogo","reato","totale_delitti"
"Lazio","Frosinone","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","5"
"Lazio","Frosinone","28.0 CONTRABBANDO","0"
"Lazio","Frosinone","29.0 STUPEFACENTI","70"
"Lazio","Frosinone","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Lazio","Frosinone","31.0 DELITTI INFORMATICI","25"
"Lazio","Frosinone","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","3"
"Lazio","Frosinone","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lazio","Frosinone","34.0 ALTRI DELITTI","575"
"Lazio","Latina","01.0 ATTENTATI","1"
"Lazio","Latina","02.0 STRAGE","0"
"Lazio","Latina","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lazio","Latina","04.0 INFANTICIDI","0"
"Lazio","Latina","05.0 TENTATI OMICIDI","5"
"Lazio","Latina","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lazio","Latina","07.0 OMICIDI COLPOSI","6"
"Lazio","Latina","08.0 LESIONI DOLOSE","168"
"Lazio","Latina","09.0 PERCOSSE","32"
"Lazio","Latina","10.0 MINACCE","236"
"Lazio","Latina","11.0 INGIURIE","0"
"Lazio","Latina","12.0 VIOLENZE SESSUALI","16"
"Lazio","Latina","13.0 ATTI SESSUALI CON MINORENNE","3"
"Lazio","Latina","14.0 CORRUZIONE DI MINORENNE","0"
"Lazio","Latina","15.0 FURTI","2102"
"Lazio","Latina","16.0 RICETTAZIONE","34"
"Lazio","Latina","17.0 RAPINE","65"
"Lazio","Latina","18.0 ESTORSIONI","26"
"Lazio","Latina","19.0 USURA","0"
"Lazio","Latina","20.0 SEQUESTRI DI PERSONA","3"
"Lazio","Latina","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Lazio","Latina","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lazio","Latina","23.0 RICICLAGGIO E IMPIEGO DI DENARO","4"
"Lazio","Latina","24.0 TRUFFE E FRODI INFORMATICHE","617"
"Lazio","Latina","25.0 INCENDI","1"
"Lazio","Latina","26.0 DANNEGGIAMENTI","547"
"Lazio","Latina","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","6"
"Lazio","Latina","28.0 CONTRABBANDO","0"
"Lazio","Latina","29.0 STUPEFACENTI","84"
"Lazio","Latina","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","9"
"Lazio","Latina","31.0 DELITTI INFORMATICI","44"
"Lazio","Latina","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","5"
"Lazio","Latina","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","4"
"Lazio","Latina","34.0 ALTRI DELITTI","1302"
"Lazio","Rieti","01.0 ATTENTATI","0"
"Lazio","Rieti","02.0 STRAGE","0"
"Lazio","Rieti","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lazio","Rieti","04.0 INFANTICIDI","0"
"Lazio","Rieti","05.0 TENTATI OMICIDI","1"
"Lazio","Rieti","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lazio","Rieti","07.0 OMICIDI COLPOSI","1"
"Lazio","Rieti","08.0 LESIONI DOLOSE","35"
"Lazio","Rieti","09.0 PERCOSSE","6"
"Lazio","Rieti","10.0 MINACCE","50"
"Lazio","Rieti","11.0 INGIURIE","0"
"Lazio","Rieti","12.0 VIOLENZE SESSUALI","5"
"Lazio","Rieti","13.0 ATTI SESSUALI CON MINORENNE","0"
"Lazio","Rieti","14.0 CORRUZIONE DI MINORENNE","0"
"Lazio","Rieti","15.0 FURTI","505"
"Lazio","Rieti","16.0 RICETTAZIONE","5"
"Lazio","Rieti","17.0 RAPINE","10"
"Lazio","Rieti","18.0 ESTORSIONI","4"
"Lazio","Rieti","19.0 USURA","0"
"Lazio","Rieti","20.0 SEQUESTRI DI PERSONA","0"
"Lazio","Rieti","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Lazio","Rieti","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lazio","Rieti","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Lazio","Rieti","24.0 TRUFFE E FRODI INFORMATICHE","242"
"Lazio","Rieti","25.0 INCENDI","0"
"Lazio","Rieti","26.0 DANNEGGIAMENTI","256"
"Lazio","Rieti","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","2"
"Lazio","Rieti","28.0 CONTRABBANDO","0"
"Lazio","Rieti","29.0 STUPEFACENTI","43"
"Lazio","Rieti","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","4"
"Lazio","Rieti","31.0 DELITTI INFORMATICI","14"
"Lazio","Rieti","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","5"
"Lazio","Rieti","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lazio","Rieti","34.0 ALTRI DELITTI","320"
"Lazio","Roma","01.0 ATTENTATI","9"
"Lazio","Roma","02.0 STRAGE","0"
"Lazio","Roma","03.0 OMICIDI VOLONTARI CONSUMATI","10"
"Lazio","Roma","04.0 INFANTICIDI","0"
"Lazio","Roma","05.0 TENTATI OMICIDI","71"
"Lazio","Roma","06.0 OMICIDIO PRETERINTENZIONALE","4"
"Lazio","Roma","07.0 OMICIDI COLPOSI","104"
"Lazio","Roma","08.0 LESIONI DOLOSE","2823"
"Lazio","Roma","09.0 PERCOSSE","353"
"Lazio","Roma","10.0 MINACCE","2294"
"Lazio","Roma","11.0 INGIURIE","0"
"Lazio","Roma","12.0 VIOLENZE SESSUALI","291"
"Lazio","Roma","13.0 ATTI SESSUALI CON MINORENNE","18"
"Lazio","Roma","14.0 CORRUZIONE DI MINORENNE","3"
"Lazio","Roma","15.0 FURTI","110984"
"Lazio","Roma","16.0 RICETTAZIONE","1291"
"Lazio","Roma","17.0 RAPINE","2721"
"Lazio","Roma","18.0 ESTORSIONI","480"
"Lazio","Roma","19.0 USURA","9"
"Lazio","Roma","20.0 SEQUESTRI DI PERSONA","56"
"Lazio","Roma","21.0 ASSOCIAZIONE PER DELINQUERE","17"
"Lazio","Roma","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","8"
"Lazio","Roma","23.0 RICICLAGGIO E IMPIEGO DI DENARO","109"
"Lazio","Roma","24.0 TRUFFE E FRODI INFORMATICHE","11199"
"Lazio","Roma","25.0 INCENDI","130"
"Lazio","Roma","26.0 DANNEGGIAMENTI","13941"
"Lazio","Roma","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","348"
"Lazio","Roma","28.0 CONTRABBANDO","0"
"Lazio","Roma","29.0 STUPEFACENTI","3661"
"Lazio","Roma","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","75"
"Lazio","Roma","31.0 DELITTI INFORMATICI","661"
"Lazio","Roma","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","823"
"Lazio","Roma","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","31"
"Lazio","Roma","34.0 ALTRI DELITTI","22400"
"Lazio","Viterbo","01.0 ATTENTATI","0"
"Lazio","Viterbo","02.0 STRAGE","1"
"Lazio","Viterbo","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Lazio","Viterbo","04.0 INFANTICIDI","0"
"Lazio","Viterbo","05.0 TENTATI OMICIDI","2"
"Lazio","Viterbo","06.0 OMICIDIO PRETERINTENZIONALE","1"
"Lazio","Viterbo","07.0 OMICIDI COLPOSI","5"
"Lazio","Viterbo","08.0 LESIONI DOLOSE","101"
"Lazio","Viterbo","09.0 PERCOSSE","20"
"Lazio","Viterbo","10.0 MINACCE","87"
"Lazio","Viterbo","11.0 INGIURIE","0"
"Lazio","Viterbo","12.0 VIOLENZE SESSUALI","5"
"Lazio","Viterbo","13.0 ATTI SESSUALI CON MINORENNE","0"
"Lazio","Viterbo","14.0 CORRUZIONE DI MINORENNE","0"
"Lazio","Viterbo","15.0 FURTI","1263"
"Lazio","Viterbo","16.0 RICETTAZIONE","17"
"Lazio","Viterbo","17.0 RAPINE","16"
"Lazio","Viterbo","18.0 ESTORSIONI","15"
"Lazio","Viterbo","19.0 USURA","0"
"Lazio","Viterbo","20.0 SEQUESTRI DI PERSONA","1"
"Lazio","Viterbo","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Lazio","Viterbo","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lazio","Viterbo","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Lazio","Viterbo","24.0 TRUFFE E FRODI INFORMATICHE","258"
"Lazio","Viterbo","25.0 INCENDI","7"
"Lazio","Viterbo","26.0 DANNEGGIAMENTI","300"
"Lazio","Viterbo","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","7"
"Lazio","Viterbo","28.0 CONTRABBANDO","0"
"Lazio","Viterbo","29.0 STUPEFACENTI","144"
"Lazio","Viterbo","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Lazio","Viterbo","31.0 DELITTI INFORMATICI","42"
"Lazio","Viterbo","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","3"
"Lazio","Viterbo","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lazio","Viterbo","34.0 ALTRI DELITTI","746"
"Abruzzo","Chieti","01.0 ATTENTATI","0"
"Abruzzo","Chieti","02.0 STRAGE","0"
"Abruzzo","Chieti","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Abruzzo","Chieti","04.0 INFANTICIDI","0"
"Abruzzo","Chieti","05.0 TENTATI OMICIDI","2"
"Abruzzo","Chieti","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Abruzzo","Chieti","07.0 OMICIDI COLPOSI","2"
"Abruzzo","Chieti","08.0 LESIONI DOLOSE","51"
"Abruzzo","Chieti","09.0 PERCOSSE","14"
"Abruzzo","Chieti","10.0 MINACCE","60"
"Abruzzo","Chieti","11.0 INGIURIE","0"
"Abruzzo","Chieti","12.0 VIOLENZE SESSUALI","1"
"Abruzzo","Chieti","13.0 ATTI SESSUALI CON MINORENNE","1"
"Abruzzo","Chieti","14.0 CORRUZIONE DI MINORENNE","0"
"Abruzzo","Chieti","15.0 FURTI","822"
"Abruzzo","Chieti","16.0 RICETTAZIONE","11"
"Abruzzo","Chieti","17.0 RAPINE","7"
"Abruzzo","Chieti","18.0 ESTORSIONI","7"
"Abruzzo","Chieti","19.0 USURA","1"
"Abruzzo","Chieti","20.0 SEQUESTRI DI PERSONA","1"
"Abruzzo","Chieti","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Abruzzo","Chieti","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Abruzzo","Chieti","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Abruzzo","Chieti","24.0 TRUFFE E FRODI INFORMATICHE","196"
"Abruzzo","Chieti","25.0 INCENDI","2"
"Abruzzo","Chieti","26.0 DANNEGGIAMENTI","388"
"Abruzzo","Chieti","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","4"
"Abruzzo","Chieti","28.0 CONTRABBANDO","0"
"Abruzzo","Chieti","29.0 STUPEFACENTI","25"
"Abruzzo","Chieti","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Abruzzo","Chieti","31.0 DELITTI INFORMATICI","22"
"Abruzzo","Chieti","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","1"
"Abruzzo","Chieti","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Abruzzo","Chieti","34.0 ALTRI DELITTI","476"
"Abruzzo","L'Aquila","01.0 ATTENTATI","1"
"Abruzzo","L'Aquila","02.0 STRAGE","0"
"Abruzzo","L'Aquila","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Abruzzo","L'Aquila","04.0 INFANTICIDI","0"
"Abruzzo","L'Aquila","05.0 TENTATI OMICIDI","1"
"Abruzzo","L'Aquila","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Abruzzo","L'Aquila","07.0 OMICIDI COLPOSI","0"
"Abruzzo","L'Aquila","08.0 LESIONI DOLOSE","71"
"Abruzzo","L'Aquila","09.0 PERCOSSE","11"
"Abruzzo","L'Aquila","10.0 MINACCE","85"
"Abruzzo","L'Aquila","11.0 INGIURIE","0"
"Abruzzo","L'Aquila","12.0 VIOLENZE SESSUALI","7"
"Abruzzo","L'Aquila","13.0 ATTI SESSUALI CON MINORENNE","0"
"Abruzzo","L'Aquila","14.0 CORRUZIONE DI MINORENNE","0"
"Abruzzo","L'Aquila","15.0 FURTI","892"
"Abruzzo","L'Aquila","16.0 RICETTAZIONE","21"
"Abruzzo","L'Aquila","17.0 RAPINE","9"
"Abruzzo","L'Aquila","18.0 ESTORSIONI","21"
"Abruzzo","L'Aquila","19.0 USURA","0"
"Abruzzo","L'Aquila","20.0 SEQUESTRI DI PERSONA","0"
"Abruzzo","L'Aquila","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Abruzzo","L'Aquila","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Abruzzo","L'Aquila","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Abruzzo","L'Aquila","24.0 TRUFFE E FRODI INFORMATICHE","388"
"Abruzzo","L'Aquila","25.0 INCENDI","6"
"Abruzzo","L'Aquila","26.0 DANNEGGIAMENTI","195"
"Abruzzo","L'Aquila","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","0"
"Abruzzo","L'Aquila","28.0 CONTRABBANDO","0"
"Abruzzo","L'Aquila","29.0 STUPEFACENTI","54"
"Abruzzo","L'Aquila","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Abruzzo","L'Aquila","31.0 DELITTI INFORMATICI","41"
"Abruzzo","L'Aquila","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","2"
"Abruzzo","L'Aquila","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Abruzzo","L'Aquila","34.0 ALTRI DELITTI","527"
"Abruzzo","Pescara","01.0 ATTENTATI","0"
"Abruzzo","Pescara","02.0 STRAGE","0"
"Abruzzo","Pescara","03.0 OMICIDI VOLONTARI CONSUMATI","2"
"Abruzzo","Pescara","04.0 INFANTICIDI","0"
"Abruzzo","Pescara","05.0 TENTATI OMICIDI","2"
"Abruzzo","Teramo","15.0 FURTI","591"
"Abruzzo","Pescara","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Abruzzo","Pescara","07.0 OMICIDI COLPOSI","2"
"Abruzzo","Pescara","08.0 LESIONI DOLOSE","206"
"Abruzzo","Pescara","09.0 PERCOSSE","26"
"Abruzzo","Pescara","10.0 MINACCE","203"
"Abruzzo","Pescara","11.0 INGIURIE","0"
"Abruzzo","Pescara","12.0 VIOLENZE SESSUALI","17"
"Abruzzo","Pescara","13.0 ATTI SESSUALI CON MINORENNE","1"
"Abruzzo","Pescara","14.0 CORRUZIONE DI MINORENNE","0"
"Abruzzo","Pescara","15.0 FURTI","3402"
"Abruzzo","Pescara","16.0 RICETTAZIONE","86"
"Abruzzo","Pescara","17.0 RAPINE","81"
"Abruzzo","Pescara","18.0 ESTORSIONI","51"
"Abruzzo","Pescara","19.0 USURA","0"
"Abruzzo","Pescara","20.0 SEQUESTRI DI PERSONA","3"
"Abruzzo","Pescara","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Abruzzo","Pescara","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Abruzzo","Pescara","23.0 RICICLAGGIO E IMPIEGO DI DENARO","9"
"Abruzzo","Pescara","24.0 TRUFFE E FRODI INFORMATICHE","510"
"Abruzzo","Pescara","25.0 INCENDI","8"
"Abruzzo","Pescara","26.0 DANNEGGIAMENTI","864"
"Abruzzo","Pescara","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","5"
"Abruzzo","Pescara","28.0 CONTRABBANDO","0"
"Abruzzo","Pescara","29.0 STUPEFACENTI","174"
"Abruzzo","Pescara","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","16"
"Abruzzo","Pescara","31.0 DELITTI INFORMATICI","102"
"Abruzzo","Pescara","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","20"
"Abruzzo","Pescara","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","3"
"Abruzzo","Pescara","34.0 ALTRI DELITTI","1804"
"Abruzzo","Teramo","01.0 ATTENTATI","0"
"Abruzzo","Teramo","02.0 STRAGE","0"
"Abruzzo","Teramo","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Abruzzo","Teramo","04.0 INFANTICIDI","0"
"Abruzzo","Teramo","05.0 TENTATI OMICIDI","0"
"Abruzzo","Teramo","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Abruzzo","Teramo","07.0 OMICIDI COLPOSI","0"
"Abruzzo","Teramo","08.0 LESIONI DOLOSE","64"
"Abruzzo","Teramo","09.0 PERCOSSE","29"
"Abruzzo","Teramo","10.0 MINACCE","65"
"Abruzzo","Teramo","11.0 INGIURIE","0"
"Abruzzo","Teramo","12.0 VIOLENZE SESSUALI","6"
"Abruzzo","Teramo","13.0 ATTI SESSUALI CON MINORENNE","1"
"Abruzzo","Teramo","14.0 CORRUZIONE DI MINORENNE","0"
"Abruzzo","Teramo","16.0 RICETTAZIONE","7"
"Abruzzo","Teramo","17.0 RAPINE","10"
"Abruzzo","Teramo","18.0 ESTORSIONI","12"
"Abruzzo","Teramo","19.0 USURA","1"
"Abruzzo","Teramo","20.0 SEQUESTRI DI PERSONA","0"
"Abruzzo","Teramo","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Abruzzo","Teramo","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Abruzzo","Teramo","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Abruzzo","Teramo","24.0 TRUFFE E FRODI INFORMATICHE","186"
"Abruzzo","Teramo","25.0 INCENDI","3"
"Abruzzo","Teramo","26.0 DANNEGGIAMENTI","221"
"Abruzzo","Teramo","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","1"
"Abruzzo","Teramo","28.0 CONTRABBANDO","0"
"Abruzzo","Teramo","29.0 STUPEFACENTI","27"
"Abruzzo","Teramo","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Abruzzo","Teramo","31.0 DELITTI INFORMATICI","67"
"Abruzzo","Teramo","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","0"
"Abruzzo","Teramo","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Abruzzo","Teramo","34.0 ALTRI DELITTI","431"
"Molise","Campobasso","01.0 ATTENTATI","0"
"Molise","Campobasso","02.0 STRAGE","0"
"Molise","Campobasso","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Molise","Campobasso","04.0 INFANTICIDI","0"
"Molise","Campobasso","05.0 TENTATI OMICIDI","0"
"Molise","Campobasso","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Molise","Campobasso","07.0 OMICIDI COLPOSI","2"
"Molise","Campobasso","08.0 LESIONI DOLOSE","45"
"Molise","Campobasso","09.0 PERCOSSE","10"
"Molise","Campobasso","10.0 MINACCE","88"
"Molise","Campobasso","11.0 INGIURIE","0"
"Molise","Campobasso","12.0 VIOLENZE SESSUALI","7"
"Molise","Campobasso","13.0 ATTI SESSUALI CON MINORENNE","0"
"Molise","Campobasso","14.0 CORRUZIONE DI MINORENNE","0"
"Molise","Campobasso","15.0 FURTI","799"
"Molise","Campobasso","16.0 RICETTAZIONE","7"
"Molise","Campobasso","17.0 RAPINE","7"
"Molise","Campobasso","18.0 ESTORSIONI","9"
"Molise","Campobasso","19.0 USURA","0"
"Molise","Campobasso","20.0 SEQUESTRI DI PERSONA","0"
"Molise","Campobasso","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Molise","Campobasso","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Molise","Campobasso","23.0 RICICLAGGIO E IMPIEGO DI DENARO","5"
"Molise","Campobasso","24.0 TRUFFE E FRODI INFORMATICHE","374"
"Molise","Campobasso","25.0 INCENDI","5"
"Molise","Campobasso","26.0 DANNEGGIAMENTI","235"
"Molise","Campobasso","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","3"
"Molise","Campobasso","28.0 CONTRABBANDO","0"
"Molise","Campobasso","29.0 STUPEFACENTI","37"
"Molise","Campobasso","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Molise","Campobasso","31.0 DELITTI INFORMATICI","45"
"Molise","Campobasso","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","2"
"Molise","Campobasso","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Molise","Campobasso","34.0 ALTRI DELITTI","334"
"Molise","Isernia","01.0 ATTENTATI","0"
"Molise","Isernia","02.0 STRAGE","0"
"Molise","Isernia","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Molise","Isernia","04.0 INFANTICIDI","0"
"Molise","Isernia","05.0 TENTATI OMICIDI","1"
"Molise","Isernia","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Molise","Isernia","07.0 OMICIDI COLPOSI","0"
"Molise","Isernia","08.0 LESIONI DOLOSE","25"
"Molise","Isernia","09.0 PERCOSSE","4"
"Molise","Isernia","10.0 MINACCE","43"
"Molise","Isernia","11.0 INGIURIE","0"
"Molise","Isernia","12.0 VIOLENZE SESSUALI","4"
"Molise","Isernia","13.0 ATTI SESSUALI CON MINORENNE","1"
"Molise","Isernia","14.0 CORRUZIONE DI MINORENNE","0"
"Molise","Isernia","15.0 FURTI","212"
"Molise","Isernia","16.0 RICETTAZIONE","12"
"Molise","Isernia","17.0 RAPINE","3"
"Molise","Isernia","18.0 ESTORSIONI","9"
"Molise","Isernia","19.0 USURA","0"
"Molise","Isernia","20.0 SEQUESTRI DI PERSONA","0"
"Molise","Isernia","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Molise","Isernia","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Calabria","Crotone","01.0 ATTENTATI","0"
"Molise","Isernia","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Molise","Isernia","24.0 TRUFFE E FRODI INFORMATICHE","149"
"Molise","Isernia","25.0 INCENDI","1"
"Molise","Isernia","26.0 DANNEGGIAMENTI","82"
"Molise","Isernia","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","0"
"Molise","Isernia","28.0 CONTRABBANDO","0"
"Molise","Isernia","29.0 STUPEFACENTI","32"
"Molise","Isernia","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Molise","Isernia","31.0 DELITTI INFORMATICI","66"
"Molise","Isernia","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","7"
"Molise","Isernia","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Molise","Isernia","34.0 ALTRI DELITTI","311"
"Campania","Avellino","01.0 ATTENTATI","0"
"Campania","Avellino","02.0 STRAGE","0"
"Campania","Avellino","03.0 OMICIDI VOLONTARI CONSUMATI","2"
"Campania","Avellino","04.0 INFANTICIDI","0"
"Campania","Avellino","05.0 TENTATI OMICIDI","3"
"Campania","Avellino","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Campania","Avellino","07.0 OMICIDI COLPOSI","2"
"Campania","Avellino","08.0 LESIONI DOLOSE","102"
"Campania","Avellino","09.0 PERCOSSE","44"
"Campania","Avellino","10.0 MINACCE","143"
"Campania","Avellino","11.0 INGIURIE","0"
"Campania","Avellino","12.0 VIOLENZE SESSUALI","6"
"Campania","Avellino","13.0 ATTI SESSUALI CON MINORENNE","0"
"Campania","Avellino","14.0 CORRUZIONE DI MINORENNE","0"
"Campania","Avellino","15.0 FURTI","875"
"Campania","Avellino","16.0 RICETTAZIONE","10"
"Campania","Avellino","17.0 RAPINE","8"
"Campania","Avellino","18.0 ESTORSIONI","29"
"Campania","Avellino","19.0 USURA","2"
"Campania","Avellino","20.0 SEQUESTRI DI PERSONA","3"
"Campania","Avellino","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Campania","Avellino","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Campania","Avellino","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Campania","Avellino","24.0 TRUFFE E FRODI INFORMATICHE","456"
"Campania","Avellino","25.0 INCENDI","3"
"Campania","Avellino","26.0 DANNEGGIAMENTI","266"
"Campania","Avellino","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","17"
"Campania","Avellino","28.0 CONTRABBANDO","0"
"Campania","Avellino","29.0 STUPEFACENTI","35"
"Campania","Avellino","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Campania","Avellino","31.0 DELITTI INFORMATICI","40"
"Campania","Avellino","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","7"
"Campania","Avellino","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","4"
"Campania","Avellino","34.0 ALTRI DELITTI","631"
"Campania","Benevento","01.0 ATTENTATI","1"
"Campania","Benevento","02.0 STRAGE","0"
"Campania","Benevento","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Campania","Benevento","04.0 INFANTICIDI","0"
"Campania","Benevento","05.0 TENTATI OMICIDI","1"
"Campania","Benevento","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Campania","Benevento","07.0 OMICIDI COLPOSI","6"
"Campania","Benevento","08.0 LESIONI DOLOSE","69"
"Campania","Benevento","09.0 PERCOSSE","38"
"Campania","Benevento","10.0 MINACCE","89"
"Campania","Benevento","11.0 INGIURIE","0"
"Campania","Benevento","12.0 VIOLENZE SESSUALI","2"
"Campania","Benevento","13.0 ATTI SESSUALI CON MINORENNE","0"
"Campania","Benevento","14.0 CORRUZIONE DI MINORENNE","0"
"Campania","Benevento","15.0 FURTI","665"
"Campania","Benevento","16.0 RICETTAZIONE","16"
"Campania","Benevento","17.0 RAPINE","19"
"Campania","Benevento","18.0 ESTORSIONI","16"
"Campania","Benevento","19.0 USURA","0"
"Campania","Benevento","20.0 SEQUESTRI DI PERSONA","2"
"Campania","Benevento","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Campania","Benevento","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Campania","Benevento","23.0 RICICLAGGIO E IMPIEGO DI DENARO","4"
"Campania","Benevento","24.0 TRUFFE E FRODI INFORMATICHE","245"
"Campania","Benevento","25.0 INCENDI","6"
"Campania","Benevento","26.0 DANNEGGIAMENTI","203"
"Campania","Benevento","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","7"
"Campania","Benevento","28.0 CONTRABBANDO","0"
"Campania","Benevento","29.0 STUPEFACENTI","30"
"Campania","Benevento","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Campania","Benevento","31.0 DELITTI INFORMATICI","20"
